VERB,PP_ADJ_Count,Past_Participle,VERB_COUNT,Total_Count
overreach,245,overreached,215053,52687985
lampoon,484,lampooned,108808,52663072
concuss,3752,concussed,13884,52092768
eulogize,239,eulogized,217505,51983695
pomade,8949,pomaded,5804,51939996
collude,275,colluded,188178,51748950
mew,409,mewed,126280,51648520
sandpaper,2004,sandpapered,25660,51422640
scum,2186,scummed,23518,51410348
lilt,486,lilted,105738,51388668
empathize,192,empathized,267412,51343104
comport,203,comported,252615,51280845
supervene,126,supervened,404969,51026094
unhand,3459,unhanded,14709,50878431
detribalize,10065,detribalized,5050,50828250
pigeonhole,702,pigeonholed,72249,50718798
purl,1840,purled,27540,50673600
acuminate,4245,acuminated,11881,50434845
arterialize,5381,arterialized,9367,50403827
unclog,2665,unclogged,18875,50301875
inculpate,1635,inculpated,30759,50290965
accession,995,accessioned,50465,50212675
outlast,192,outlasted,261333,50175936
outdistance,404,outdistanced,123898,50054792
frisk,373,frisked,133806,49909638
jockey,326,jockeyed,152652,49764552
trek,163,trekked,304589,49648007
ante,599,anteed,81676,48923924
travail,687,travailed,71119,48858753
forebode,286,foreboded,170406,48736116
percuss,1051,percussed,46195,48550945
enfilade,686,enfiladed,70597,48429542
backtrack,231,backtracked,209382,48367242
tinsel,9640,tinselled,5016,48354240
catapult,215,catapulted,224237,48210955
plash,1383,plashed,34715,48010845
apotheosize,1725,apotheosized,27796,47948100
loiter,101,loitered,474613,47935913
fireproof,2129,fireproofed,22378,47642762
detour,464,detoured,102597,47605008
debark,721,debarked,65816,47453336
primp,1590,primped,29721,47256390
budge,98,budged,481111,47148878
desist,61,desisted,770050,46973050
dicker,958,dickered,48906,46851948
mud,1723,mudded,27167,46808741
territorialize,3175,territorialized,14733,46777275
belay,797,belayed,57930,46170210
audition,295,auditioned,156341,46120595
crepe,2915,creped,15732,45858780
mulct,740,mulcted,61710,45665400
pun,493,punned,92614,45658702
anatomize,994,anatomized,45816,45541104
bung,1413,bunged,32098,45354474
downgrade,235,downgraded,192658,45274630
dandify,32346,dandified,1399,45252054
shuttle,230,shuttled,195843,45043890
exculpate,327,exculpated,137138,44844126
constitutionalize,2273,constitutionalized,19715,44812195
shrive,1046,shriven,42803,44771938
meliorate,939,meliorated,47584,44681376
clapboard,4552,clapboarded,9805,44632360
mouse,368,moused,121071,44554128
conn,4482,conned,9865,44214930
chock,1510,chocked,29086,43919860
proposition,486,propositioned,90095,43786170
sulk,153,sulked,286103,43773759
trundle,262,trundled,165471,43353402
pleach,11281,pleached,3841,43330321
undercharge,4441,undercharged,9754,43317514
boo,272,booed,158154,43017888
apperceive,1312,apperceived,32671,42864352
swat,257,swatted,166688,42838816
prorogue,188,prorogued,227848,42835424
devoice,2311,devoiced,18403,42529333
reappraise,447,reappraised,95003,42466341
alliterate,3364,alliterated,12599,42383036
befool,1262,befooled,33560,42352720
goose,364,goosed,115940,42202160
gnash,218,gnashed,192878,42047404
triplicate,6564,triplicated,6401,42016164
rue,120,rued,349633,41955960
sheer,669,sheered,62512,41820528
solace,274,solaced,152526,41792124
trepan,1542,trepanned,27085,41765070
quake,174,quaked,239652,41699448
unloosen,3040,unloosened,13657,41517280
plop,178,plopped,232494,41383932
gainsay,150,gainsaid,274620,41193000
vacillate,137,vacillated,299255,40997935
suburbanize,7751,suburbanized,5289,40995039
aggrade,3300,aggraded,12367,40811100
novelize,7386,novelized,5498,40608228
queer,375,queered,108174,40565250
anathematize,384,anathematized,105072,40347648
denaturalize,1526,denaturalized,26420,40316920
etherealize,2319,etherealized,17341,40213779
recommit,416,recommitted,96645,40204320
bottleneck,2500,bottlenecked,16021,40052500
mastermind,371,masterminded,107496,39881016
slobber,524,slobbered,76059,39854916
prattle,324,prattled,121983,39522492
bluster,362,blustered,108967,39446054
romance,284,romanced,138536,39344224
rosin,2877,rosined,13649,39268173
booze,1073,boozed,36520,39185960
twang,479,twanged,81049,38822471
circularize,1185,circularized,32452,38455620
clink,208,clinked,184788,38435904
gloat,110,gloated,348362,38319820
etherize,2189,etherized,17419,38130191
snicker,205,snickered,184663,37855915
shrill,368,shrilled,102453,37702704
buttonhole,695,buttonholed,53924,37477180
jolt,75,jolted,498590,37394250
vociferate,564,vociferated,66292,37388688
girth,1981,girthed,18807,37256667
tyrannize,251,tyrannized,148343,37234093
oxidate,3503,oxidated,10616,37187848
paginate,1106,paginated,33481,37029986
retread,2998,retreaded,12305,36890390
amble,118,ambled,311600,36768800
educe,446,educed,82372,36737912
toot,405,tooted,90382,36604710
debrief,249,debriefed,146936,36587064
bivouac,193,bivouacked,189363,36547059
auscultate,759,auscultated,47944,36389496
nuzzle,200,nuzzled,180301,36060200
slime,3838,slimed,9347,35873786
bleat,223,bleated,160685,35832755
gee,661,geed,53915,35637815
nickel,1806,nickelled,19580,35361480
romp,181,romped,195317,35352377
geminate,7297,geminated,4841,35324777
twitter,229,twittered,152832,34998528
bestrew,1570,bestrewn,22199,34852430
understock,6069,understocked,5701,34599369
swelter,307,sweltered,112299,34475793
yelp,166,yelped,207361,34421926
sidle,166,sidled,207138,34384908
tumefy,2992,tumefied,11482,34354144
bedim,2467,bedimmed,13925,34352975
filtrate,1597,filtrated,21436,34233292
fob,188,fobbed,181613,34143244
mushroom,172,mushroomed,197971,34051012
wend,112,wended,303937,34040944
garment,1193,garmented,28341,33810813
skid,83,skidded,407179,33795857
trespass,87,trespassed,387758,33734946
winterize,2763,winterized,12206,33725178
summer,506,summered,66074,33433444
demonetize,1260,demonetized,26525,33421500
oversew,2113,oversewn,15739,33256507
wheeze,96,wheezed,345318,33150528
bastardize,1055,bastardized,31372,33097460
gibbet,1446,gibbeted,22853,33045438
pine,1337,pined,24686,33005182
upstage,435,upstaged,75307,32758545
quiz,122,quizzed,267687,32657814
hemstitch,3495,hemstitched,9289,32465055
rubricate,4838,rubricated,6707,32448466
harangue,116,harangued,278434,32298344
nock,747,nocked,43113,32205411
swage,7698,swaged,4120,31715760
swagger,107,swaggered,294935,31558045
hob,1430,hobbed,22039,31515770
bunk,856,bunked,36638,31362128
tariff,2063,tariffed,15194,31345222
foal,489,foaled,63978,31285242
indite,306,indited,102228,31281768
insufflate,1905,insufflated,16324,31097220
purvey,304,purveyed,102130,31047520
alien,735,aliened,41778,30706830
incase,904,incased,33667,30434968
firm,92,firmed,329280,30293760
liven,256,livened,118021,30213376
burglarize,558,burglarized,53898,30075084
nitrogenize,18628,nitrogenized,1609,29972452
fawn,133,fawned,225076,29935108
importune,148,importuned,202243,29931964
solarize,5320,solarized,5558,29568560
doodle,359,doodled,82259,29530981
precis,792,precised,37117,29396664
poetize,1349,poetized,21746,29335354
vivisect,1909,vivisected,15331,29266879
animalize,4432,animalized,6577,29149264
dummy,512,dummied,56750,29056000
ozonize,9367,ozonized,3096,29000232
scuffle,298,scuffled,97111,28939078
coiffure,4651,coiffured,6206,28864106
shanghai,859,shanghaied,33381,28674279
titter,308,tittered,93089,28671412
inveigle,229,inveigled,125053,28637137
farce,1179,farced,24188,28517652
cooper,2129,coopered,13329,28377441
conk,955,conked,29709,28372095
caseate,2289,caseated,12391,28362999
sublease,913,subleased,31062,28359606
decamp,193,decamped,146898,28351314
poultice,1390,poulticed,20311,28232290
snoop,161,snooped,175070,28186270
reeve,542,reeved,51936,28149312
commiserate,183,commiserated,153434,28078422
unlive,22857,unlived,1222,27931254
goof,321,goofed,87006,27928926
subtilize,2182,subtilized,12798,27925236
unmuzzle,7239,unmuzzled,3854,27899106
waffle,613,waffled,45477,27877401
jiggle,188,jiggled,148262,27873256
overstay,447,overstayed,62264,27832008
quieten,271,quietened,102675,27824925
jabber,231,jabbered,120429,27819099
hearken,57,hearkened,486903,27753471
dehumidify,2132,dehumidified,13006,27728792
drool,135,drooled,204054,27547290
scud,206,scudded,130562,26895772
asperse,587,aspersed,45535,26729045
adulate,1664,adulated,16056,26717184
crock,2043,crocked,13066,26693838
barbarize,2208,barbarized,12055,26617440
nab,256,nabbed,103860,26588160
faze,370,fazed,71621,26499770
fricassee,5009,fricasseed,5267,26382403
fulminate,226,fulminated,116554,26341204
repot,414,repotted,63406,26250084
amnesty,797,amnestied,32915,26233255
decarburize,3408,decarburized,7649,26067792
illume,827,illumed,31451,26009977
skyrocket,118,skyrocketed,217864,25707952
lamb,163,lambed,157684,25702492
transship,494,transshipped,51877,25627238
squire,326,squired,78422,25565572
neigh,213,neighed,119325,25416225
winch,463,winched,54412,25192756
squawk,160,squawked,156097,24975520
memorialize,109,memorialized,228401,24895709
confabulate,1680,confabulated,14817,24892560
shoal,394,shoaled,62985,24816090
cheese,398,cheesed,62057,24698686
shallow,484,shallowed,50988,24678192
hulk,350,hulked,70283,24599050
encore,156,encored,157172,24518832
attemper,1839,attempered,13270,24403530
barge,173,barged,140901,24375873
hanker,158,hankered,153944,24323152
puke,241,puked,100830,24300030
marcel,4157,marcelled,5824,24210368
feint,414,feinted,58194,24092316
retrogress,793,retrogressed,30282,24013626
aggress,630,aggressed,38114,24011820
swish,119,swished,201748,24008012
hoax,723,hoaxed,33067,23907441
overcapitalize,2547,overcapitalized,9380,23890860
scant,1235,scanted,19280,23810800
scull,413,sculled,56625,23386125
pander,99,pandered,236222,23385978
humbug,480,humbugged,48716,23383680
hap,198,happed,117933,23350734
thrum,413,thrummed,55852,23066876
bestir,140,bestirred,163367,22871380
ware,115,wared,198669,22846935
voyage,104,voyaged,219337,22811048
demob,2327,demobbed,9782,22762714
impend,94,impended,242134,22760596
whale,71,whaled,320549,22758979
dehorn,1679,dehorned,13549,22748771
isomerize,704,isomerized,32251,22704704
eyeball,307,eyeballed,73758,22643706
vermiculate,4579,vermiculated,4933,22588207
misprint,841,misprinted,26845,22576645
superscribe,1074,superscribed,20909,22456266
quaver,238,quavered,94278,22438164
rabbit,146,rabbited,152312,22237552
ebonize,6500,ebonized,3412,22178000
wholesale,190,wholesaled,115802,22002380
champ,258,champed,84783,21874014
pommel,1632,pommelled,13240,21607680
lark,564,larked,38053,21461892
bitch,199,bitched,107643,21420957
putty,1408,puttied,15098,21257984
whipsaw,1266,whipsawed,16765,21224490
cannibalize,347,cannibalized,60684,21057348
dong,458,donged,45256,20727248
inveigh,71,inveighed,291617,20704807
cense,630,censed,32747,20630610
ferret,74,ferreted,277283,20518942
clank,117,clanked,175352,20516184
condole,196,condoled,104531,20488076
redo,83,redone,246554,20463982
burlesque,272,burlesqued,73956,20116032
rice,1561,riced,12814,20002654
chug,127,chugged,157414,19991578
blackball,509,blackballed,39275,19990975
expatiate,70,expatiated,285092,19956440
effloresce,1145,effloresced,17417,19942465
prate,176,prated,113099,19905424
caw,232,cawed,85622,19864304
pupate,212,pupated,93699,19864188
outrank,151,outranked,131549,19863899
thud,103,thudded,192238,19800514
inhume,2465,inhumed,8032,19798880
vesiculate,4882,vesiculated,4019,19620758
menstruate,81,menstruated,242047,19605807
transude,1926,transuded,10126,19502676
scrimp,447,scrimped,43574,19477578
wheedle,120,wheedled,161798,19415760
unbelt,6492,unbelted,2975,19313700
smirk,77,smirked,250782,19310214
beacon,941,beaconed,20509,19298969
cudgel,348,cudgelled,55385,19273980
kennel,869,kennelled,22170,19265730
avalanche,686,avalanched,27908,19144888
airlift,306,airlifted,62112,19006272
clam,261,clammed,72744,18986184
dodder,1530,doddered,12318,18846540
scollop,4836,scolloped,3876,18744336
towel,295,towelled,62311,18381745
dun,137,dunned,133554,18296898
peach,326,peached,56059,18275234
whelp,492,whelped,37133,18269436
tucker,978,tuckered,18662,18251436
whore,153,whored,119220,18240660
serenade,131,serenaded,138943,18201533
catechize,283,catechized,63864,18073512
clinker,1656,clinkered,10803,17889768
soldier,154,soldiered,115864,17843056
sleek,1370,sleeked,13014,17829180
eventuate,105,eventuated,169688,17817240
scoot,81,scooted,219008,17739648
ideate,2317,ideated,7553,17500301
depilate,2631,depilated,6648,17490888
sleet,561,sleeted,30857,17310777
gestate,415,gestated,41202,17098830
solo,230,soloed,74001,17020230
misdate,582,misdated,29051,16907682
babbitt,3274,babbitted,5143,16838182
raffle,449,raffled,37478,16827622
gasify,506,gasified,33157,16777442
shoo,109,shooed,152029,16571161
breeze,208,breezed,79557,16547856
taxi,106,taxied,155458,16478548
charcoal,3090,charcoaled,5327,16460430
machicolate,8375,machicolated,1962,16431750
quail,88,quailed,186601,16420888
stool,705,stooled,23218,16368690
prevaricate,216,prevaricated,75666,16343856
backcross,583,backcrossed,28007,16328081
burp,198,burped,82408,16316784
slaver,477,slavered,34068,16250436
fidget,50,fidgeted,323759,16187950
reprehend,208,reprehended,77454,16110432
caper,132,capered,121235,16003020
cogitate,264,cogitated,60474,15965136
lope,411,loped,38677,15896247
outgeneral,962,outgeneralled,16399,15775838
ogle,135,ogled,115566,15601410
swill,213,swilled,72021,15340473
consociate,2338,consociated,6532,15271816
syringe,191,syringed,79696,15221936
cockle,2082,cockled,7240,15073680
rebuff,43,rebuffed,350192,15058256
reprise,192,reprised,78094,14994048
companion,553,companioned,27103,14987959
gabble,204,gabbled,72996,14891184
drub,692,drubbed,21474,14860008
tiller,568,tillered,25941,14734488
cannon,171,cannoned,85456,14612976
tussle,368,tussled,39386,14494048
gargle,242,gargled,59763,14462646
mongrelize,2792,mongrelized,5141,14353672
disoblige,258,disobliged,55430,14300940
checkmate,143,checkmated,99354,14207622
slush,700,slushed,20234,14163800
cere,362,cered,39112,14158544
contradistinguish,370,contradistinguished,38149,14115130
dibble,783,dibbled,18001,14094783
reave,268,reaved,52550,14083400
cane,6889,caned,2032,13998448
alcoholize,5972,alcoholized,2343,13992396
decerebrate,5009,decerebrated,2793,13990137
gripe,445,griped,31237,13900465
deconsecrate,3164,deconsecrated,4389,13886796
jimmy,627,jimmied,22088,13849176
labialize,4264,labialized,3236,13798304
feudalize,1608,feudalized,8540,13732320
tot,43,totted,315898,13583614
cozen,269,cozened,50421,13563249
skitter,116,skittered,116740,13541840
strop,719,stropped,18821,13532299
pimp,356,pimped,37957,13512692
trounce,196,trounced,68766,13478136
unbosom,334,unbosomed,40231,13437154
sojourn,46,sojourned,291922,13428412
forearm,233,forearmed,57180,13322940
blench,495,blenched,26853,13292235
excogitate,685,excogitated,19400,13289000
gyp,717,gypped,18392,13187064
debut,124,debuted,106241,13173884
bitter,601,bittered,21907,13166107
queen,331,queened,39700,13140700
hector,196,hectored,67026,13137096
feud,89,feuded,147418,13120202
disburden,366,disburdened,35213,12887958
skipper,463,skippered,27782,12863066
career,102,careered,125923,12844146
squabble,64,squabbled,200491,12831424
funk,232,funked,54937,12745384
peptize,1115,peptized,11430,12744450
beseem,314,beseemed,40291,12651374
outsell,276,outsold,45424,12537024
criminate,208,criminated,60247,12531376
chomp,193,chomped,64819,12510067
snuffle,141,snuffled,88674,12503034
crap,220,crapped,56820,12500400
wolf,123,wolfed,101487,12482901
reapportion,354,reapportioned,35162,12447348
confect,978,confected,12592,12314976
pig,233,pigged,52617,12259761
chortle,118,chortled,103322,12191996
scintillate,108,scintillated,112646,12165768
seine,225,seined,54011,12152475
outgo,70,outgone,171314,11991980
umpire,272,umpired,43980,11962560
adjure,81,adjured,147190,11922390
precess,214,precessed,55657,11910598
curtsy,118,curtsied,100546,11864428
guffaw,152,guffawed,77991,11854632
quaff,98,quaffed,120841,11842418
slog,99,slogged,119480,11828520
phonate,1164,phonated,10064,11714496
aromatize,1258,aromatized,9233,11615114
dandle,257,dandled,45089,11587873
